prediction,21940,0.0
prediction,21965,0.0
update,21968,0.05501564211721899
prediction,21990,0.0
prediction,22015,0.0
prediction,22040,0.0
prediction,22065,0.0
prediction,22090,0.0
prediction,22115,0.0
prediction,22140,0.0
prediction,22165,0.0
update,22168,0.0939059372752318
prediction,22190,0.0
prediction,22215,0.0
prediction,22240,0.0
prediction,22265,0.0
prediction,22290,0.0
prediction,22315,0.0
prediction,22340,0.0
prediction,22365,0.0
update,22368,0.07892743510531282
prediction,22390,0.0
prediction,22415,0.0
prediction,22440,0.0
prediction,22465,0.0
prediction,22490,0.0
prediction,22515,0.0
prediction,22540,0.0
prediction,22565,0.0
update,22568,0.016881409092179073
prediction,22590,0.0
prediction,22615,0.0
prediction,22640,0.0
prediction,22665,0.0
prediction,22690,0.0
prediction,22715,0.0
prediction,22740,0.0
prediction,22765,0.0
update,22768,0.0826792562451678
prediction,22790,0.0
prediction,22815,0.0
prediction,22840,0.0
prediction,22865,0.0
prediction,22890,0.0
prediction,22915,0.0
prediction,22940,0.0
prediction,22965,0.0
update,22969,0.0699901031998126
prediction,22990,0.0
prediction,23015,0.0
prediction,23040,0.0
prediction,23065,0.0
prediction,23090,0.0
prediction,23115,0.0
prediction,23140,0.0
prediction,23165,0.0
update,23169,0.017403750575806242
prediction,23190,0.0
prediction,23215,0.0
prediction,23240,0.0
prediction,23265,0.0
prediction,23290,0.0
prediction,23315,0.0
prediction,23340,0.0
prediction,23365,0.0
update,23369,0.028287682182528525
prediction,23390,0.0
prediction,23415,0.0
prediction,23440,0.0
prediction,23465,0.0
prediction,23490,0.0
prediction,23515,0.0
prediction,23540,0.0
prediction,23565,0.0
update,23569,0.04432942889401895
prediction,23590,0.0
prediction,23615,0.0
prediction,23640,0.0
prediction,23665,0.0
prediction,23690,0.0
prediction,23715,0.0
prediction,23740,0.0
prediction,23765,0.0
update,23769,0.02087338638084114
prediction,23790,0.0
prediction,23815,0.0
prediction,23840,0.0
prediction,23865,0.0
prediction,23890,0.0
prediction,23915,0.0
prediction,23940,0.0
prediction,23965,0.0
update,23970,0.09606879573169627
prediction,23990,0.0
prediction,24015,0.0
prediction,24040,0.0
prediction,24065,0.0
prediction,24090,0.0
prediction,24115,0.0
prediction,24140,0.0
prediction,24165,0.0
update,24170,0.12389651596493673
prediction,24190,0.0
prediction,24215,0.0
prediction,24240,4.929661334070084E-4
prediction,24265,0.0
prediction,24290,0.0
prediction,24315,0.0
prediction,24340,0.0
prediction,24365,4.929503506752736E-4
update,24370,0.050555076878236724
prediction,24390,0.0
prediction,24415,4.929981345694102E-4
prediction,24440,0.0
prediction,24465,4.929661334105289E-4
prediction,24490,4.92982089126055E-4
prediction,24515,4.929503506722923E-4
prediction,24540,9.860863184583744E-4
prediction,24565,9.859572574973175E-4
update,24570,0.12218184607743551
prediction,24590,7.887913357824705E-4
prediction,24615,0.001971953347980793
prediction,24640,0.0019718895243191884
prediction,24665,0.002464568717725091
prediction,24690,0.0034510369265685985
prediction,24715,0.003450269125295578
prediction,24740,0.003944035061121931
prediction,24765,0.004436770172727352
update,24770,0.1323719924122308
prediction,24790,0.003943789044914993
prediction,24815,0.0049300563225544314
prediction,24840,0.00591627221830571
prediction,24865,0.006409075718560832
prediction,24890,0.006409075718564094
prediction,24915,0.007395071987686714
prediction,24940,0.0073948313028032635
prediction,24965,0.007888095114562448
update,24971,0.07797766855022685
prediction,24990,0.006369423559130715
prediction,25015,0.009366809642267479
prediction,25040,0.009367114510560135
prediction,25065,0.00986076320876348
prediction,25090,0.010352773820516971
prediction,25115,0.010846490735844427
prediction,25140,0.011338396003191604
prediction,25165,0.01133913204111852
update,25171,0.0840198638031903
prediction,25190,0.00936740568594666
prediction,25215,0.0128169090366277
prediction,25240,0.013312027832427926
prediction,25265,0.013312027832425207
prediction,25290,0.014298592167594762
prediction,25315,0.014790655552620156
prediction,25340,0.014791144813135863
prediction,25365,0.0157782889015914
update,25371,0.07307872978849676
prediction,25390,0.011990695660007258
prediction,25415,0.016763852889018643
prediction,25440,0.01725748005270612
