gps;20967;-41.71421779374552;-67.64927093982358
odo;21940;0.0;-0.0011
odo;21965;0.0;-0.0019
gps;21968;-41.668097161603534;-67.73098493758533
odo;21990;0.0;-0.0019
odo;22015;0.0;-0.0019
odo;22040;0.0;-0.0019
odo;22065;0.0;-0.0023
odo;22090;0.0;-0.0023
odo;22115;0.0;-0.0015
odo;22140;0.0;-0.0011
odo;22165;0.0;-0.0023
gps;22168;-41.82121765817564;-67.61997724236394
odo;22190;0.0;-0.0015
odo;22215;0.0;-0.0015
odo;22240;0.0;-0.0019
odo;22265;0.0;-0.0015
odo;22290;0.0;-0.0019
odo;22315;0.0;-0.0015
odo;22340;0.0;-7.0E-4
odo;22365;0.0;-0.0015
gps;22368;-41.69761436582834;-67.70631656174588
odo;22390;0.0;-0.0015
odo;22415;0.0;-0.0015
odo;22440;0.0;-0.0015
odo;22465;0.0;-0.0015
odo;22490;0.0;-0.0019
odo;22515;0.0;-0.0015
odo;22540;0.0;-0.0027
odo;22565;0.0;-0.0015
gps;22568;-41.745579822595346;-67.71248365636303
odo;22590;0.0;-0.0015
odo;22615;0.0;-0.0019
odo;22640;0.0;-0.0019
odo;22665;0.0;-0.0015
odo;22690;0.0;-0.0027
odo;22715;0.0;-0.0011
odo;22740;0.0;-0.0023
odo;22765;0.0;-0.0023
gps;22768;-41.7787866776432;-67.62306079098711
odo;22790;0.0;-0.0015
odo;22815;0.0;-0.0019
odo;22840;0.0;-0.0027
odo;22865;0.0;-0.0019
odo;22890;0.0;-0.0023
odo;22915;0.0;-0.0019
odo;22940;0.0;-0.0015
odo;22965;0.0;-7.0E-4
gps;22969;-41.73451087091273;-67.70785833211367
odo;22990;0.0;-0.0015
odo;23015;0.0;-0.0011
odo;23040;0.0;-0.0019
odo;23065;0.0;-0.0031
odo;23090;0.0;-0.0015
odo;23115;0.0;-0.0019
odo;23140;0.0;-0.0015
odo;23165;0.0;-0.0015
gps;23169;-41.76402807592404;-67.71556719972783
odo;23190;0.0;-0.0011
odo;23215;0.0;-0.0015
odo;23240;0.0;-0.0015
odo;23265;0.0;-0.0027
odo;23290;0.0;-0.0023
odo;23315;0.0;-0.0019
odo;23340;0.0;-0.0023
odo;23365;0.0;-0.0011
gps;23369;-41.71052814292248;-67.7032330131227
odo;23390;0.0;-0.0023
odo;23415;0.0;-0.0023
odo;23440;0.0;-0.0011
odo;23465;0.0;-0.0011
odo;23490;0.0;-0.0019
odo;23515;0.0;-0.0019
odo;23540;0.0;-0.0019
odo;23565;0.0;-0.0023
gps;23569;-41.745579822595346;-67.75256976743081
odo;23590;0.0;-0.0019
odo;23615;0.0;-0.0011
odo;23640;0.0;-0.0011
odo;23665;0.0;-0.0011
odo;23690;0.0;-0.0011
odo;23715;0.0;-3.0E-4
odo;23740;0.0;-3.0E-4
odo;23765;0.0;-0.0015
gps;23769;-41.712372967547495;-67.76336218103896
odo;23790;0.0;-0.0023
odo;23815;0.0;-0.0015
odo;23840;0.0;-0.0035
odo;23865;0.0;-0.0011
odo;23890;0.0;-0.0019
odo;23915;0.0;-0.0023
odo;23940;0.0;-0.0015
odo;23965;0.0;-0.0015
gps;23970;-41.629355831894124;-67.8497014977917
odo;23990;0.0;-0.0039
odo;24015;0.0;-0.0015
odo;24040;0.0;-0.0011
odo;24065;0.0;-0.0015
odo;24090;0.0;-0.0019
odo;24115;0.0;-0.0019
odo;24140;0.0;-0.0019
odo;24165;0.0;-0.0019
gps;24170;-41.81752800813911;-67.74177735119349
odo;24190;0.0;-0.0023
odo;24215;0.0;-0.0015
odo;24240;0.02;-0.0019
odo;24265;0.0;-0.0015
odo;24290;0.0;-0.0023
odo;24315;0.0;-0.0019
odo;24340;0.0;-0.0015
odo;24365;0.02;-0.0023
gps;24370;-41.66994198780154;-67.7386938051995
odo;24390;0.0;-0.0015
odo;24415;0.02;-0.0011
odo;24440;0.0;-0.0015
odo;24465;0.02;-0.0019
odo;24490;0.02;-0.0015
odo;24515;0.02;-0.0023
odo;24540;0.039;-3.0E-4
odo;24565;0.039;-0.0019
gps;24570;-41.65702821070741;-67.86820278164319
odo;24590;0.039;-0.0015
odo;24615;0.079;-0.0015
odo;24640;0.079;-0.0019
odo;24665;0.099;-0.0035
odo;24690;0.138;-0.0011
odo;24715;0.138;-0.0039
odo;24740;0.158;-0.0011
odo;24765;0.178;-0.0019
