1172629399.28125,0.0,0.0,-0.000405
1172629399.49525,0.0,0.0,-0.00262
1172629400.13525,0.0,0.0,-0.00261
1172629400.77625,0.0,0.0,-0.002591
1172629401.41725,0.005918,-1.3e-05,-0.002668
1172629402.05825,0.179016,-0.000271,-0.002399
1172629402.69925,0.483294,-0.000314,-0.000889
1172629403.34025,0.820121,0.0001,0.00021
1172629403.98125,1.066207,0.000119,0.000412
1172629404.62225,1.36358,0.000988,0.001539
1172629405.26225,1.602761,0.001724,0.002419
1172629405.90325,1.74972,0.002402,0.002898
1172629406.54525,2.015533,0.002201,0.00218
1172629407.18525,2.081124,0.00186,0.002219
1172629407.82625,2.217214,0.008226,0.008586
1172629408.46725,2.118556,0.011901,0.012936
1172629409.10825,1.826603,0.011851,0.013262
1172629409.74925,1.557376,0.005999,0.007821
1172629410.39025,1.192943,0.002947,0.005277
1172629411.03025,0.851681,0.001753,0.004035
1172629411.67225,0.592282,0.00069,0.002514
1172629412.31225,0.3171,0.000314,0.002476
1172629412.95325,0.065097,2.9e-05,0.002286
1172629413.594249,0.001479,1e-06,0.002323
1172629414.23525,0.0,0.0,0.002295
1172629414.87625,0.0,0.0,0.002419
1172629415.51725,0.0,0.0,0.002323
1172629416.158251,0.0,0.0,0.002276
1172629416.79825,0.0,0.0,0.00238
1172629417.439251,0.0,0.0,0.002227
1172629418.08025,0.0,0.0,0.002171
1172629418.72125,0.0,0.0,0.002323
1172629419.362249,0.0,0.0,0.002294
1172629420.00325,0.0,0.0,0.002238
1172629420.644251,0.049809,9.6e-05,0.0024
1172629421.28525,0.342251,0.00046,0.002372
1172629421.92625,0.753544,0.000608,0.0013
1172629422.567249,1.227468,0.001477,0.003939
1172629423.20825,1.56523,0.010959,0.014285
1172629423.848249,1.883297,0.014082,0.015288
1172629424.48925,1.986392,0.011831,0.011492
1172629425.130251,1.98545,0.002703,0.001913
1172629425.77125,2.191053,-0.009875,-0.016445
1172629426.412251,2.3259,-0.074799,-0.079051
1172629427.053249,2.282496,-0.136801,-0.132333
1172629427.693251,2.348953,-0.183871,-0.162996
1172629428.335251,2.244619,-0.144845,-0.125937
1172629428.97525,2.302665,-0.127607,-0.115698
1172629429.616249,2.277049,-0.126904,-0.113996
1172629430.25725,2.139781,-0.089876,-0.082186
1172629430.89925,2.187294,-0.066172,-0.0612
1172629431.539249,2.142546,-0.061715,-0.059011
1172629432.180248,2.023332,-0.042697,-0.03962
1172629432.821251,2.041523,-0.022352,-0.014064
1172629433.46225,1.885764,0.014298,0.011377
1172629434.103248,1.701628,-0.038288,-0.068963
1172629434.744251,1.652155,-0.148836,-0.211767
1172629435.384251,1.428516,-0.19563,-0.304288
1172629436.025249,1.375509,-0.237426,-0.36329
1172629436.666248,1.36313,-0.252576,-0.378788
1172629437.307251,1.384196,-0.247088,-0.365928
1172629437.94825,1.452395,-0.270669,-0.381178
1172629438.589249,1.582012,-0.285586,-0.353872
1172629439.230251,1.697641,-0.230313,-0.261837
1172629439.87125,1.926013,-0.174055,-0.165826
1172629440.512249,1.964189,-0.069693,-0.059565
1172629441.152248,2.065101,-0.027332,-0.026378
1172629441.793251,2.265878,-0.02483,-0.020872
1172629442.43425,2.246814,-0.006412,-0.004866
1172629443.075249,2.286771,0.000423,0.000584
1172629443.715248,2.333128,0.000631,0.000564
1172629444.35725,2.136851,0.000679,0.000641
1172629444.998249,2.12107,0.000527,0.000516
1172629445.638248,1.959808,0.000629,0.001243
1172629446.279251,1.875344,0.017484,0.025787
1172629446.92025,1.832784,0.044874,0.054239
1172629447.562248,1.651605,0.047818,0.064059
1172629448.202251,1.524953,0.063623,0.091232
1172629448.84325,1.514217,0.077438,0.110123
1172629449.484249,1.359118,0.076648,0.120584
1172629450.125252,1.245664,0.074073,0.124839
1172629450.766251,1.318796,0.081364,0.123069
1172629451.407249,1.346584,0.059385,0.084003
1172629452.048248,1.428514,0.038255,0.049115
1172629452.688251,1.267727,0.018366,0.030232
1172629453.32925,1.134578,0.017081,0.032078
1172629453.970249,1.035959,0.015796,0.031924
1172629454.611252,1.005983,0.009771,0.01483
