21940;0.0;0.0;-0.07617568
21965;0.0;0.0;-0.076281605
21990;0.0;0.0;-0.07638753000000001
22015;0.0;0.0;-0.07649345500000002
22040;0.0;0.0;-0.07659938000000002
22065;0.0;0.0;-0.07671485500000003
22090;0.0;0.0;-0.07683033000000003
22115;0.0;0.0;-0.07692668000000003
22140;0.0;0.0;-0.07701348000000002
22165;0.0;0.0;-0.07712895500000003
22190;0.0;0.0;-0.07722530500000002
22215;0.0;0.0;-0.07732165500000002
22240;0.0;0.0;-0.07742758000000002
22265;0.0;0.0;-0.07752393000000002
22290;0.0;0.0;-0.07762985500000003
22315;0.0;0.0;-0.07772620500000002
22340;0.0;0.0;-0.07780343000000002
22365;0.0;0.0;-0.07789978000000002
22390;0.0;0.0;-0.07799613000000001
22415;0.0;0.0;-0.07809248
22440;0.0;0.0;-0.07818883
22465;0.0;0.0;-0.07828518
22490;0.0;0.0;-0.078391105
22515;0.0;0.0;-0.078487455
22540;0.0;0.0;-0.07861248
22565;0.0;0.0;-0.07870883
22590;0.0;0.0;-0.07880517999999999
22615;0.0;0.0;-0.078911105
22640;0.0;0.0;-0.07901703
22665;0.0;0.0;-0.07911338
22690;0.0;0.0;-0.079238405
22715;0.0;0.0;-0.079325205
22740;0.0;0.0;-0.07944068
22765;0.0;0.0;-0.079556155
22790;0.0;0.0;-0.079652505
22815;0.0;0.0;-0.07975843
22840;0.0;0.0;-0.079883455
22865;0.0;0.0;-0.07998938000000001
22890;0.0;0.0;-0.08010485500000002
22915;0.0;0.0;-0.08021078000000002
22940;0.0;0.0;-0.08030713000000002
22965;0.0;0.0;-0.08038435500000002
22990;0.0;0.0;-0.08048070500000001
23015;0.0;0.0;-0.08056750500000001
23040;0.0;0.0;-0.08067343000000002
23065;0.0;0.0;-0.08080803000000002
23090;0.0;0.0;-0.08090438000000001
23115;0.0;0.0;-0.08101030500000002
23140;0.0;0.0;-0.08110665500000001
23165;0.0;0.0;-0.08120300500000001
23190;0.0;0.0;-0.081289805
23215;0.0;0.0;-0.081386155
23240;0.0;0.0;-0.081482505
23265;0.0;0.0;-0.08160753
23290;0.0;0.0;-0.081723005
23315;0.0;0.0;-0.08182893000000001
23340;0.0;0.0;-0.08194440500000001
23365;0.0;0.0;-0.08203120500000001
23390;0.0;0.0;-0.08214668000000001
23415;0.0;0.0;-0.08226215500000002
23440;0.0;0.0;-0.08234895500000002
23465;0.0;0.0;-0.08243575500000001
23490;0.0;0.0;-0.08254168000000002
23515;0.0;0.0;-0.08264760500000003
23540;0.0;0.0;-0.08275353000000003
23565;0.0;0.0;-0.08286900500000004
23590;0.0;0.0;-0.08297493000000004
23615;0.0;0.0;-0.08306173000000004
23640;0.0;0.0;-0.08314853000000004
23665;0.0;0.0;-0.08323533000000004
23690;0.0;0.0;-0.08332213000000004
23715;0.0;0.0;-0.08338980500000004
23740;0.0;0.0;-0.08345748000000004
23765;0.0;0.0;-0.08355383000000004
23790;0.0;0.0;-0.08366930500000004
23815;0.0;0.0;-0.08376565500000004
23840;0.0;0.0;-0.08390980500000003
23865;0.0;0.0;-0.08399660500000003
23890;0.0;0.0;-0.08410253000000004
23915;0.0;0.0;-0.08421800500000004
23940;0.0;0.0;-0.08431435500000004
23965;0.0;0.0;-0.08441070500000003
23990;0.0;0.0;-0.08456443000000002
24015;0.0;0.0;-0.08466078000000002
24040;0.0;0.0;-0.08474758000000002
24065;0.0;0.0;-0.08484393000000001
24090;0.0;0.0;-0.08494985500000002
24115;0.0;0.0;-0.08505578000000003
24140;0.0;0.0;-0.08516170500000003
24165;0.0;0.0;-0.08526763000000004
24190;0.0;0.0;-0.08538310500000004
24215;0.0;0.0;-0.08547945500000004
24240;0.0;0.0;-0.08558538000000004
24265;4.913429439442618E-4;-4.21785934809904E-5;-0.08568173000000004
24290;4.913429439442618E-4;-4.21785934809904E-5;-0.08579720500000004
24315;4.913429439442618E-4;-4.21785934809904E-5;-0.08590313000000005
24340;4.913429439442618E-4;-4.21785934809904E-5;-0.08599948000000004
24365;4.913429439442618E-4;-4.21785934809904E-5;-0.08611495500000005
24390;9.82663482262447E-4;-8.461738397436136E-5;-0.08621130500000004
24415;9.82663482262447E-4;-8.461738397436136E-5;-0.08629810500000004
24440;0.0014739762396757672;-1.2714615911235683E-4;-0.08639445500000004
24465;0.0014739762396757672;-1.2714615911235683E-4;-0.08650038000000004
24490;0.001965280384530088;-1.6977431366793638E-4;-0.08659673000000004
24515;0.002456580011691467;-2.1245450322737724E-4;-0.08671220500000004
24540;0.002947875728533722;-2.551796833865083E-4;-0.08677988000000005
24565;0.00393048464696355;-3.4071750039021964E-4;-0.08688580500000005
24590;0.004913084909366039;-4.2635469557250616E-4;-0.08698215500000005
24615;0.005895676916064074;-5.120865638934546E-4;-0.08707850500000004
24640;0.007860818672675851;-6.837468779066214E-4;-0.08718443000000005
24665;0.00982593894916639;-8.55652906921911E-4;-0.08732858000000004
24690;0.012282333144675084;-0.0010708207308534057;-0.08741538000000004
24715;0.015721228840443358;-0.0013724675113069296;-0.08756910500000004
24740;0.01916008823685389;-0.0016745278599730185;-0.08765590500000003
24765;0.023090172861597535;-0.0020201177763441436;-0.08776183000000004
24790;0.027511495534944475;-0.0024093764054855527;-0.08786775500000005
24815;0.032424026282195095;-0.0028423586483841135;-0.08795455500000005
24840;0.03733652150328948;-0.0032757437787909183;-0.08803178000000005
24865;0.04323148305803426;-0.0037962902763313267;-0.08811858000000004
24890;0.04961763413525877;-0.004360769235678852;-0.08820538000000004
24915;0.05600373619165233;-0.004925802510830302;-0.08829218000000004
24940;0.06337224042806366;-0.005578437399695879;-0.08838853000000003
24965;0.07074068486907525;-0.006231747056649972;-0.08847533000000003
24990;0.07860031335221884;-0.00692933205822488;-0.08857168000000003
25015;0.08695108938186924;-0.007671320032433648;-0.08866803000000002
25040;0.09628424392410939;-0.008501456307731026;-0.08875483000000002
25065;0.10561733432200815;-0.009332313450163277;-0.08882250500000002
25090;0.11544156037843867;-0.01020770492795453;-0.08891885500000002
25115;0.12575691045823523;-0.011127760561014277;-0.08899608000000002
25140;0.1365633971572049;-0.012092619561362206;-0.08910200500000003
25165;0.14786098262094183;-0.013102423750003034;-0.08918880500000002
25190;0.15915848523085718;-0.014113154478555323;-0.08926603000000002
