odo;1559065;-0.028713;0.019726;3
odo;1559040;-0.029095;0.0;3
odo;1559015;-0.02833;0.0;3
odo;1558990;-0.029478;-0.019726;3
odo;1558965;-0.02833;-0.019726;3
odo;1558940;-0.02833;-0.039453;3
odo;1558915;-0.028713;-0.039453;3
odo;1558890;-0.027948;-0.059179;3
odo;1558865;-0.02833;-0.059179;3
odo;1558840;-0.028713;-0.019726;3
odo;1558815;-0.027948;0.0;3
odo;1558790;-0.02833;0.039453;3
odo;1558765;-0.029095;0.078905;3
odo;1558740;-0.028713;0.118358;3
odo;1558715;-0.029095;0.15781;3
odo;1558690;-0.029095;0.197263;3
odo;1558665;-0.027948;0.236716;3
odo;1558640;-0.02833;0.256442;3
odo;1558615;-0.02833;0.315621;3
odo;1558590;-0.02833;0.355073;3
odo;1558565;-0.027183;0.394526;3
odo;1558540;-0.028713;0.433979;3
odo;1558515;-0.027948;0.453705;3
odo;1558490;-0.02833;0.53261;3
odo;1558465;-0.02833;0.53261;3
odo;1558440;-0.02833;0.611515;3
odo;1558415;-0.02833;0.631242;3
odo;1558390;-0.027565;0.670694;3
odo;1558365;-0.027565;0.710147;3
odo;1558340;-0.027948;0.769326;3
odo;1558315;-0.027565;0.808778;3
odo;1558290;-0.027565;0.848231;3
odo;1558265;-0.027183;0.867957;3
odo;1558240;-0.026801;0.927136;3
odo;1558215;-0.026801;0.966589;3
odo;1558190;-0.026801;1.025768;3
odo;1558165;-0.026801;1.045494;3
odo;1558140;-0.025653;1.084946;3
odo;1558115;-0.026036;1.124399;3
odo;1558090;-0.025271;1.163852;3
odo;1558065;-0.025271;1.223031;3
odo;1558040;-0.026036;1.262483;3
odo;1558015;-0.026418;1.321662;3
odo;1557990;-0.026036;1.361115;3
odo;1557965;-0.026801;1.400567;3
odo;1557940;-0.026036;1.44002;3
odo;1557915;-0.025653;1.479472;3
odo;1557890;-0.026418;1.518925;3
odo;1557865;-0.025271;1.578104;3
odo;1557840;-0.025271;1.637283;3
