gps,20967,-41.71421779374552,-67.64927093982358
gps,21968,-41.668097161603534,-67.73098493758533
gps,22168,-41.82121765817564,-67.61997724236394
gps,22368,-41.69761436582834,-67.70631656174588
gps,22568,-41.745579822595346,-67.71248365636303
gps,22768,-41.7787866776432,-67.62306079098711
gps,22969,-41.73451087091273,-67.70785833211367
gps,23169,-41.76402807592404,-67.71556719972783
gps,23369,-41.71052814292248,-67.7032330131227
gps,23569,-41.745579822595346,-67.75256976743081
gps,23769,-41.712372967547495,-67.76336218103896
gps,23970,-41.629355831894124,-67.8497014977917
gps,24170,-41.81752800813911,-67.74177735119349
gps,24370,-41.66994198780154,-67.7386938051995
gps,24570,-41.65702821070741,-67.86820278164319
gps,24770,-41.79539010477387,-67.70631656174588
gps,24971,-41.64964890984784,-67.72790139159135
gps,25171,-41.65702821070741,-67.73406848357932
gps,25371,-41.61644205479999,-67.54288856622236
gps,25571,-41.47808015994703,-67.51976196337989
gps,25771,-41.395063023507156,-67.4056707247937
gps,25972,-41.20504602185065,-67.2191161264277
gps,26172,-41.221649448981324,-66.99864251161111
gps,26372,-40.94677048547343,-66.77508535080052
gps,26572,-40.6977190761538,-66.69028780704478
gps,26772,-40.68111564902312,-66.33413812116731
gps,26973,-40.34166780083104,-66.0581606626838
gps,27173,-40.12213359494973,-65.87623138593798
gps,27373,-40.01513372973311,-65.42294996707045
gps,27573,-39.61480664925288,-65.16084846818907
gps,27773,-39.410031044304226,-64.84478489600858
gps,27974,-39.10379005194649,-64.43004781521184
gps,28174,-38.81784213675597,-64.08623232119788
gps,28374,-38.53004939694044,-63.671495243030336
gps,28574,-38.19244637415988,-63.24288220000226
gps,28774,-37.96553286741899,-62.771099499912424
gps,28975,-37.48403347512391,-62.32090163229726
gps,29175,-37.151964928577904,-61.96475194904898
gps,29375,-36.89922386764874,-61.377336234746764
gps,29575,-36.42510377621325,-60.89938644003976
gps,29775,-36.0506042483483,-60.46768985101772
gps,29976,-35.748052906027105,-59.846355120264874
gps,30176,-35.23334665868418,-59.41003321225185
gps,30376,-34.26481339864596,-57.806588745877725
gps,30576,-33.86817596741579,-57.25155027765833
gps,30776,-33.44202133274729,-56.76589161533716
gps,30977,-32.97528054217137,-56.24014684457741
gps,31177,-32.45503981938038,-55.78532365271288
gps,31377,-32.13035057369396,-55.12081926226908
gps,31577,-31.672833909389134,-54.63978592156809
gps,31777,-31.1858000408595,-54.39464393091202
gps,31978,-30.95150723325903,-53.797977578627844
gps,32178,-30.46078371469285,-53.46341272259586
gps,32378,-30.091818663062462,-52.09431782801129
gps,32578,-29.828008650450684,-51.543904681412066
gps,32778,-29.486715977633583,-51.27409431228733
gps,32979,-29.169406032806737,-50.87631674234509
gps,33179,-28.936958050617786,-50.67588618437697
gps,33379,-28.65101013542727,-50.42457710173292
gps,33579,-28.398269074498106,-50.14551608936785
gps,33779,-28.224855500758775,-49.94046021240876
gps,33980,-28.069890178775143,-49.64443969444757
gps,34180,-27.822683594080534,-49.50105475577254
gps,34380,-27.671407922133444,-49.47176106094209
gps,34580,-27.64927001955471,-49.25128744612549
gps,34780,-27.518287426347825,-49.14336329689808
gps,34981,-27.468477144169302,-48.93984919293598
gps,35181,-27.390994483963983,-48.83038327334077
gps,35381,-27.283994618747354,-48.86892761404075
gps,35581,-27.248942938287986,-48.79646425426096
gps,35781,-27.221270559474696,-48.79492248126397
gps,35982,-27.317201473008705,-47.66017716635652
gps,36983,-27.444494416179047,-49.28829001119929
gps,37183,-27.569942533151373,-49.29445710318726
