update;-67.64927093982358;-41.71421779374552
prediction;-67.64927093982358;-41.71421779374552
prediction;-67.64927093982358;-41.71421779374552
update;-67.70374693833142;-41.70653102172186
prediction;-67.70374693833142;-41.70653102172186
prediction;-67.70374693833142;-41.70653102172186
prediction;-67.70374693833142;-41.70653102172186
prediction;-67.70374693833142;-41.70653102172186
prediction;-67.70374693833142;-41.70653102172186
prediction;-67.70374693833142;-41.70653102172186
prediction;-67.70374693833142;-41.70653102172186
prediction;-67.70374693833142;-41.70653102172186
update;-67.62864307298128;-41.762902419300836
prediction;-67.62864307298128;-41.762902419300836
prediction;-67.62864307298128;-41.762902419300836
prediction;-67.62864307298128;-41.762902419300836
prediction;-67.62864307298128;-41.762902419300836
prediction;-67.62864307298128;-41.762902419300836
prediction;-67.62864307298128;-41.762902419300836
prediction;-67.62864307298128;-41.762902419300836
prediction;-67.62864307298128;-41.762902419300836
update;-67.69846802106932;-41.72610545425199
prediction;-67.69846802106932;-41.72610545425199
prediction;-67.69846802106932;-41.72610545425199
prediction;-67.69846802106932;-41.72610545425199
prediction;-67.69846802106932;-41.72610545425199
prediction;-67.69846802106932;-41.72610545425199
prediction;-67.69846802106932;-41.72610545425199
prediction;-67.69846802106932;-41.72610545425199
prediction;-67.69846802106932;-41.72610545425199
update;-67.71106778613097;-41.737340573002086
prediction;-67.71106778613097;-41.737340573002086
prediction;-67.71106778613097;-41.737340573002086
prediction;-67.71106778613097;-41.737340573002086
prediction;-67.71106778613097;-41.737340573002086
prediction;-67.71106778613097;-41.737340573002086
prediction;-67.71106778613097;-41.737340573002086
prediction;-67.71106778613097;-41.737340573002086
prediction;-67.71106778613097;-41.737340573002086
update;-67.63195130313744;-41.76134976982308
prediction;-67.63195130313744;-41.76134976982308
prediction;-67.63195130313744;-41.76134976982308
prediction;-67.63195130313744;-41.76134976982308
prediction;-67.63195130313744;-41.76134976982308
prediction;-67.63195130313744;-41.76134976982308
prediction;-67.63195130313744;-41.76134976982308
prediction;-67.63195130313744;-41.76134976982308
prediction;-67.63195130313744;-41.76134976982308
update;-67.70019016499536;-41.745791097699275
prediction;-67.70019016499536;-41.745791097699275
prediction;-67.70019016499536;-41.745791097699275
prediction;-67.70019016499536;-41.745791097699275
prediction;-67.70019016499536;-41.745791097699275
prediction;-67.70019016499536;-41.745791097699275
prediction;-67.70019016499536;-41.745791097699275
prediction;-67.70019016499536;-41.745791097699275
prediction;-67.70019016499536;-41.745791097699275
update;-67.7140138037687;-41.75636453352541
prediction;-67.7140138037687;-41.75636453352541
prediction;-67.7140138037687;-41.75636453352541
prediction;-67.7140138037687;-41.75636453352541
prediction;-67.7140138037687;-41.75636453352541
prediction;-67.7140138037687;-41.75636453352541
prediction;-67.7140138037687;-41.75636453352541
prediction;-67.7140138037687;-41.75636453352541
prediction;-67.7140138037687;-41.75636453352541
update;-67.70432209413975;-41.72978891071562
prediction;-67.70432209413975;-41.72978891071562
prediction;-67.70432209413975;-41.72978891071562
prediction;-67.70432209413975;-41.72978891071562
prediction;-67.70432209413975;-41.72978891071562
prediction;-67.70432209413975;-41.72978891071562
prediction;-67.70432209413975;-41.72978891071562
prediction;-67.70432209413975;-41.72978891071562
prediction;-67.70432209413975;-41.72978891071562
update;-67.74769576265473;-41.73894440882457
prediction;-67.74769576265473;-41.73894440882457
prediction;-67.74769576265473;-41.73894440882457
